1871年に実施された藩を廃止し、かわりに府と県をおいた改革を何という？,1,廃藩置県,富国強兵,王政復古の大号令,大政奉還
明治5年に建成された、日本初の官営工場を何という？,2,八幡製作所,富岡製糸場,軍艦島,原爆ドーム
1871年に欧米諸国の文学を学ぶ為に派遣された使節団を何という？,3,遣唐使,遣隋使,岩倉使節団,渡来人
明治前期、藩閥政治に反発して国民の自由と権利を要求した政治運動を何という？,4,明治運動,主権運動,徴兵運動,自由民権運動
1877年に西郷隆盛率いる士族と政府軍による戦争を何という？,1,西南戦争,戊辰戦争,長篠の戦い,明治戦争
初代内閣総理大臣は誰でしょうか？,2,板垣退助,伊藤博文,木戸孝允,大久保利通
1894年から日本と清国の間で行われた戦争とその後交わされた条約を何という？,3,日中戦争、日清条約,日清戦争、日清条約,日清戦争、下関条約,日中戦争、下関条約
1895年にフランス、ドイツ帝国、ロシア帝国の三国が日本に対し遼東半島を清国返却するよう勧告したことを何という？,4,三国同盟,三国協商,三国要求,三国干渉
ロシアに対抗する為に日本とイギリスの間で結ばれた軍事同盟を何という？,1,日英同盟,日英協商,不可侵条約,共同同盟
日露戦争後アメリカの仲裁により結ばれた条約を何という？,2,日ソ不可侵条約,ポーツマス条約,日露基本条約,モスクワ条約
レーニン指導のもと初の社会主義国家が建国された革命を何という？,3,フランス革命,産業革命,ロシア革命,キューバ革命
第一次世界大戦終戦後にパリ郊外で連合国とドイツの間で締結されて講和条約を何という？,4,ワシントン条約,サンフランシスコ平和条約,パリ条約,ベルサイユ条約
第一次世界大戦後に世界平和の確保と国際協力の推進を目的として設立された国際組織を何という？,1,国際連盟,国際連合,国際司法裁判所,世界貿易機構
1925年に設立された普通選挙法で正しいものはどれ？,2,満20歳以上の男子,満25歳以上の男子,満20歳以上の男女,満25歳以上の男女
1929年から1930年代後半まで続いた世界的な不況を何という？,3,オイルショック,バブル崩壊,世界恐慌,リーマンショック
世界恐慌時を克服する為アメリカ合衆国のルーズベルト大統領がとった政策を何という？,4,高度経済成長,財閥解体,ブロック経済,ニューディール政策
南満州鉄道の線路が爆破されたことを発端に中国軍と日本軍が武力衝突した出来事を何という？,1,満州事変,元寇,日清戦争,三・一運動
第二次世界大戦に向け1940年に日本、ドイツ、イタリアの軍同盟を何という？,2,三国干渉,日独伊三国同盟,三国協商,連合国同盟
1945年7月26日に連合国側から日本に対して無条件降伏を要求した声明を何という？,3,奴隷解放宣言,世界人権宣言,ポツダム宣言,日ソ共同宣言
第二次世界大戦GHQの指示により自作農者を増加させた改革を何という？,4,財閥解体,太閤検地,二毛作,農地改革
第二次世界大戦後の世界を二分した西側諸国と東側諸国による対立を何という？,1,冷戦,静戦,危戦,睨戦
第二次世界大戦後に連合国諸国と日本との間で締結された平和条約を何という？,2,ベルサイユ条約,サンフランシスコ平和条約,ワシントン条約,パリ条約
1956年日本とソ連の間で両国の国交回復の為に締結された声明を何という？,3,ポツダム宣言,奴隷解放宣言,日ソ共同宣言,世界人権宣言
1955年ごろから日本において急激な経済発展を遂げたことを何という？,4,ニューディール政策,バブル景気,ブロック経済,高度経済成長
1973年に勃発した第四次中東戦争がきっかけで世界的に原油価格の高騰した出来事を何という？,1,石油危機,世界恐慌,ブラックマンデー,同時多発テロ
明治政府が発布した政治の基本方針を何という？,2,尊王攘夷,五箇条の御誓文,大化の改新,非核三原則
明治時代初期に西洋の文化を取り入れ大きく制度や習慣が変化した事柄を何という？,3,尊王攘夷,元禄文化,文明開花,富国強兵
明治時代に活躍し慶應義塾大学の創設や学問のすすめを書いた人物は誰でしょうか？,4,野口英世,夏目漱石,渋沢栄一,福沢諭吉
1871年に日本と清との間で結ばれた対等な条約を何という？,1,日清修好条規,下関条約,ベルサイユ条約,日清和親条約
朝鮮半島と満州の権益を巡り日本とロシアとの間で起きた戦争を何という？,2,日ソ戦争,日露戦争,満州戦争,第一次世界大戦
1910年韓国併合後、朝鮮と統治する為に設置された官庁を何という？,3,GHQ,朝鮮通信使,朝鮮総督府,朝鮮監視官
黄熱病のワクチンを開発した人物は誰でしょうか？,4,与謝野晶子,樋口一葉,福沢諭吉,野口英世
非暴力、不服従を掲げインド独立をもたらした人物は誰でしょうか？,1,ガンディー,ムッソリーニ,ヒトラー,レーニン
1919年に朝鮮で起きた大日本帝国からの独立運動を何という？,2,五・四運動,三・一独立運動,ニ・ニ六事件,五・一五事件
1919年に中華民国で起きた反帝国主義を掲げる学生運動を何という？,1,五・四運動,三・一独立運動,ニ・ニ六事件,五・一五事件
1925年に普通選挙法と同時に制定された法律を何という？,3,国家総動員法,独占禁止法,治安維持法,徴兵法
第二次世界大戦の際に同盟国側のドイツを指導した人物は誰でしょうか？,4,ムッソリーニ,チャーチル,スターリン,ヒトラー
1932年に武装した海軍の青年将校たちが内閣総理大臣官邸に乱入し犬養毅を暗殺した事件を何という？,1,五・一五事件,ニ・ニ六事件,三・一独立運動,五・四運動
1965年に日本と大韓民国の国交を回復させた条約を何という？,2,日韓安全保障条約,日韓基本条約,日韓和親条約,日韓修好通商条約
政治の権限を幕府ではなく天皇中心で行うと宣言したことを何という？,1,王政復古の大号令,大政奉還,尊王攘夷,ポツダム宣言
