九州に多く見られる火山噴出物が蓄積してできた台地を何という？,1,シラス台地,マグマ台地,積載台地,リアス台地
地中深くの熱水と蒸気を利用した発電方法を何という？,2,太陽光発電,地熱発電,火力発電,風力発電
香川県に広がる平野を何という？,3,十勝平野,石狩平野,讃岐平野,関東平野
ビニールハウスなどを用いて露地よりも早い時期に栽培する方法を何という？,4,蓄積栽培,二期作,半熟栽培,促成栽培
日本最大面積の湖を何という？,1,琵琶湖,五大湖,霞ヶ浦,サロマ湖
国に指定を受けた伝統的な工芸品のことを何という？,2,継承工芸品,伝統工芸品,斡旋工芸品,王室工芸品
日本最大の長さを誇る川を何という？,3,吉野川,木曽川,信濃川,石狩川
出荷額が日本最大で自動車産業や宇宙産業が盛んな工業地帯を何という？,4,阪神工業地帯,瀬戸内工業地帯,北九州工業地帯,中京工業地帯
関東平野に広がる火山灰が堆積してできた赤褐色化した土を何という？,1,関東ローム,リアス海岸,志摩半島,シラス台地
寒さにより農作物が十分に育たない自然災害を何という？,2,ハザードマップ,冷害,モンスーン,デルタ
日本最長で東北地方に南北に連なる山脈を何という？,3,富士山,木曽山脈,奥羽山脈,赤石山脈
日本初のユネスコ世界遺産に登録された青森から秋田までにそびえる山地を何という？,4,日高山脈,石狩山地,日高山地,白神山地
貴重な自然環境があり世界遺産に登録された北海道東部の半島を何という？,1,知床半島,足摺岬,志摩半島,根室半島
北海道の北東に位置する海域を何という？,2,太平洋,オホーツク海,東シナ海,日本海
季節によって風向きを変える風を何という？,3,貿易風,偏西風,季節風,台風
太平洋をとりまくように連なる地震や火山の活動が活発な地域を何という？,4,太平洋ベルト,プランテーション,シラス台地,環太平洋造山帯
日本各所に見られる複雑に入り込んだ海岸を何という？,1,リアス海岸,経済特区,砂浜海岸,サンゴ礁地形
海岸線から200海里以内の海域を何という？,2,領海,排他的経済水域,接続水域,延長大陸棚
北海道東部に位置する択捉島、国後島、色丹島、歯舞群島からなる日本固有の領土を何という？,3,西之島,沖ノ鳥島,北方領土,南鳥島
日本最北端に位置する島を何という？,4,沖ノ鳥島,南鳥島,西之島,択捉島
日本最南端に位置する島を何という？,1,沖ノ鳥島,択捉島,南鳥島,西之島
日本最東端に位置する島を何という？,3,択捉島,沖ノ鳥島,南鳥島,西之島
現在、日本と中国が領有権を主張している領土を何という？,4,北方領土,竹島,小笠原諸島,尖閣諸島
日本からみて日本海側に流れる暖流を何という？,1,対馬海流,千島海流,日本海流,リマン海流
日本からみて太平洋側に流れる寒流を何という？,2,対馬海流,千島海流,日本海流,リマン海流
日本からみて太平洋側に流れる暖流を何という？,3,対馬海流,千島海流,日本海流,リマン海流
日本の標準時子午線の経度で正しいのはどれ？,4,西経75度,東経75度,西経135度,東経135度
日本で最も大きい都道府県はどこ？,1,北海道,岩手県,沖縄県,長野県
日本で人口が最も少ない県はどこ？,2,香川県,鳥取県,沖縄県,秋田県
日高山脈、木曽山脈、赤石山脈をまとめて何という？,3,富士山,日本アンデス,日本アルプス,日本のロッキー
